village_code,province_code,province_name,city_code,city_name,district_code,district_name,village_name,postal_code,postal_code_candidate,candidate_status,candidate_sources,postal_code_diskominfo,postal_code_open_data_jabar,postal_code_kodepos_dev,postal_candidates,verification_status,confidence,review_required,selected_reason,administrative_resolution_applied,former_village_code,source_village_codes,source_ids,source_rows,snapshot
32.02.05.2009,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.05,CISOLOK,SIRNARESMI,43366,,,,43366,43366,43366,43366,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.05.2009;open_data_jabar:32.02.05.2009;kodepos_dev:32.02.05.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:478;open_data_jabar:17877;kodepos_dev:478,2026-08-11
32.02.05.2010,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.05,CISOLOK,CICADAS,43366,,,,43366,43366,43366,43366,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.05.2010;open_data_jabar:32.02.05.2010;kodepos_dev:32.02.05.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:479;open_data_jabar:17878;kodepos_dev:479,2026-08-11
32.02.05.2011,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.05,CISOLOK,WANAJAYA,43366,,,,43366,43366,43366,43366,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.05.2011;open_data_jabar:32.02.05.2011;kodepos_dev:32.02.05.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:480;open_data_jabar:17879;kodepos_dev:480,2026-08-11
32.02.05.2012,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.05,CISOLOK,WANGUNSARI,43366,,,,43366,43366,43366,43366,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.05.2012;open_data_jabar:32.02.05.2012;kodepos_dev:32.02.05.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:481;open_data_jabar:17880;kodepos_dev:481,2026-08-11
32.02.05.2013,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.05,CISOLOK,SUKARAME,43366,,,,43366,43366,43366,43366,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.05.2013;open_data_jabar:32.02.05.2013;kodepos_dev:32.02.05.2013,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:482;open_data_jabar:17882;kodepos_dev:482,2026-08-11
32.02.06.2001,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.06,CIKIDANG,CIKIDANG,43367,,,,43367,43367,43367,43367,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.06.2001;open_data_jabar:32.02.06.2001;kodepos_dev:32.02.06.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:483;open_data_jabar:17883;kodepos_dev:483,2026-08-11
32.02.06.2002,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.06,CIKIDANG,CIKIRAY,43367,,,,43367,43367,43367,43367,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.06.2002;open_data_jabar:32.02.06.2002;kodepos_dev:32.02.06.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:484;open_data_jabar:17884;kodepos_dev:484,2026-08-11
32.02.06.2003,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.06,CIKIDANG,GUNUNGMALANG,43367,,,,43367,43367,43367,43367,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.06.2003;open_data_jabar:32.02.06.2003;kodepos_dev:32.02.06.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:485;open_data_jabar:17885;kodepos_dev:485,2026-08-11
32.02.06.2004,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.06,CIKIDANG,PANGKALAN,43367,,,,43367,43367,43367,43367,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.06.2004;open_data_jabar:32.02.06.2004;kodepos_dev:32.02.06.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:486;open_data_jabar:17886;kodepos_dev:486,2026-08-11
32.02.06.2005,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.06,CIKIDANG,CICAREUH,43367,,,,43367,43367,43367,43367,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.06.2005;open_data_jabar:32.02.06.2005;kodepos_dev:32.02.06.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:487;open_data_jabar:17887;kodepos_dev:487,2026-08-11
32.02.06.2006,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.06,CIKIDANG,TAMAN SARI,43367,,,,43367,43367,43367,43367,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.06.2006;open_data_jabar:32.02.06.2006;kodepos_dev:32.02.06.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:488;open_data_jabar:17888;kodepos_dev:488,2026-08-11
32.02.06.2007,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.06,CIKIDANG,BUMI SARI,43367,,,,43367,43367,43367,43367,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.06.2007;open_data_jabar:32.02.06.2007;kodepos_dev:32.02.06.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:489;open_data_jabar:17889;kodepos_dev:489,2026-08-11
32.02.06.2008,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.06,CIKIDANG,SAMPORA,43367,,,,43367,43367,43367,43367,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.06.2008;open_data_jabar:32.02.06.2008;kodepos_dev:32.02.06.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:490;open_data_jabar:17890;kodepos_dev:490,2026-08-11
32.02.06.2009,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.06,CIKIDANG,NANGKAKONENG,43367,,,,43367,43367,43367,43367,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.06.2009;open_data_jabar:32.02.06.2009;kodepos_dev:32.02.06.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:491;open_data_jabar:17891;kodepos_dev:491,2026-08-11
32.02.06.2010,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.06,CIKIDANG,MEKARNANGKA,43367,,,,43367,43367,43367,43367,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.06.2010;open_data_jabar:32.02.06.2010;kodepos_dev:32.02.06.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:492;open_data_jabar:17894;kodepos_dev:492,2026-08-11
32.02.06.2011,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.06,CIKIDANG,CIJAMBE,43367,,,,43367,43367,43367,43367,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.06.2011;open_data_jabar:32.02.06.2011;kodepos_dev:32.02.06.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:493;open_data_jabar:17895;kodepos_dev:493,2026-08-11
32.02.06.2012,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.06,CIKIDANG,CIKARAE THOYYIBAH,43367,,,,43367,43367,43367,43367,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.06.2012;open_data_jabar:32.02.06.2012;kodepos_dev:32.02.06.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:494;open_data_jabar:17896;kodepos_dev:494,2026-08-11
32.02.09.2001,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.09,WARUNGKIARA,WARUNGKIARA,43362,,,,43362,43362,43362,43362,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.09.2001;open_data_jabar:32.02.09.2001;kodepos_dev:32.02.09.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:511;open_data_jabar:17914;kodepos_dev:511,2026-08-11
32.02.09.2002,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.09,WARUNGKIARA,BOJONGKERTA,43362,,,,43362,43362,43362,43362,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.09.2002;open_data_jabar:32.02.09.2002;kodepos_dev:32.02.09.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:512;open_data_jabar:17916;kodepos_dev:512,2026-08-11
32.02.09.2003,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.09,WARUNGKIARA,GIRIJAYA,43362,,,,43362,43362,43362,43362,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.09.2003;open_data_jabar:32.02.09.2003;kodepos_dev:32.02.09.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:513;open_data_jabar:17917;kodepos_dev:513,2026-08-11
32.02.09.2004,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.09,WARUNGKIARA,BANTARKALONG,43362,,,,43362,43362,43362,43362,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.09.2004;open_data_jabar:32.02.09.2004;kodepos_dev:32.02.09.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:514;open_data_jabar:17918;kodepos_dev:514,2026-08-11
32.02.09.2005,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.09,WARUNGKIARA,HEGARMANAH,43362,,,,43362,43362,43362,43362,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.09.2005;open_data_jabar:32.02.09.2005;kodepos_dev:32.02.09.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:515;open_data_jabar:17919;kodepos_dev:515,2026-08-11
32.02.09.2006,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.09,WARUNGKIARA,UBRUG,43362,,,,43362,43362,43362,43362,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.09.2006;open_data_jabar:32.02.09.2006;kodepos_dev:32.02.09.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:516;open_data_jabar:17920;kodepos_dev:516,2026-08-11
32.02.09.2007,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.09,WARUNGKIARA,SIRNAJAYA,43362,,,,43362,43362,43362,43362,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.09.2007;open_data_jabar:32.02.09.2007;kodepos_dev:32.02.09.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:517;open_data_jabar:17921;kodepos_dev:517,2026-08-11
32.02.09.2008,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.09,WARUNGKIARA,SUKAHARJA,43362,,,,43362,43362,43362,43362,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.09.2008;open_data_jabar:32.02.09.2008;kodepos_dev:32.02.09.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:518;open_data_jabar:17922;kodepos_dev:518,2026-08-11
32.02.09.2009,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.09,WARUNGKIARA,KERTAMUKTI,43362,,,,43362,43362,43362,43362,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.09.2009;open_data_jabar:32.02.09.2009;kodepos_dev:32.02.09.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:519;open_data_jabar:17923;kodepos_dev:519,2026-08-11
32.02.09.2010,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.09,WARUNGKIARA,MEKARJAYA,43362,,,,43362,43362,43362,43362,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.09.2010;open_data_jabar:32.02.09.2010;kodepos_dev:32.02.09.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:520;open_data_jabar:17924;kodepos_dev:520,2026-08-11
32.02.09.2011,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.09,WARUNGKIARA,DAMARRAJA,43362,,,,43362,43362,43362,43362,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.09.2011;open_data_jabar:32.02.09.2011;kodepos_dev:32.02.09.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:521;open_data_jabar:17925;kodepos_dev:521,2026-08-11
32.02.09.2012,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.09,WARUNGKIARA,TARISI,43362,,,,43362,43362,43362,43362,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.09.2012;open_data_jabar:32.02.09.2012;kodepos_dev:32.02.09.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:522;open_data_jabar:17927;kodepos_dev:522,2026-08-11
32.02.11.2002,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.11,CIBADAK,SEKARWANGI,43351,,,,43351,43351,43351,43351,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.11.2002;open_data_jabar:32.02.11.2002;kodepos_dev:32.02.11.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:534;open_data_jabar:17940;kodepos_dev:534,2026-08-11
32.02.11.2003,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.11,CIBADAK,PAMURUYAN,43351,,,,43351,43351,43351,43351,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.11.2003;open_data_jabar:32.02.11.2003;kodepos_dev:32.02.11.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:535;open_data_jabar:17941;kodepos_dev:535,2026-08-11
32.02.11.2004,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.11,CIBADAK,KARANGTENGAH,43351,,,,43351,43351,43351,43351,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.11.2004;open_data_jabar:32.02.11.2004;kodepos_dev:32.02.11.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:536;open_data_jabar:17942;kodepos_dev:536,2026-08-11
32.02.11.2006,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.11,CIBADAK,WARNAJATI,43351,,,,43351,43351,43351,43351,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.11.2006;open_data_jabar:32.02.11.2006;kodepos_dev:32.02.11.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:538;open_data_jabar:17944;kodepos_dev:538,2026-08-11
32.02.11.2008,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.11,CIBADAK,CIHEULANG TONGGOH,43351,,,,43351,43351,43351,43351,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.11.2008;open_data_jabar:32.02.11.2008;kodepos_dev:32.02.11.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:540;open_data_jabar:17946;kodepos_dev:540,2026-08-11
32.02.11.2009,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.11,CIBADAK,SUKASIRNA,43351,,,,43351,43351,43351,43351,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.11.2009;open_data_jabar:32.02.11.2009;kodepos_dev:32.02.11.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:541;open_data_jabar:17947;kodepos_dev:541,2026-08-11
32.02.11.2010,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.11,CIBADAK,BATUNUNGGAL,43351,,,,43351,43351,43351,43351,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.11.2010;open_data_jabar:32.02.11.2010;kodepos_dev:32.02.11.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:542;open_data_jabar:17949;kodepos_dev:542,2026-08-11
32.02.13.2001,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.13,PARUNGKUDA,PARUNGKUDA,43357,,,,43357,43357,43357,43357,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.13.2001;open_data_jabar:32.02.13.2001;kodepos_dev:32.02.13.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:553;open_data_jabar:17961;kodepos_dev:553,2026-08-11
32.02.13.2002,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.13,PARUNGKUDA,PALASARI HILIR,43357,,,,43357,43357,43357,43357,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.13.2002;open_data_jabar:32.02.13.2002;kodepos_dev:32.02.13.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:554;open_data_jabar:17962;kodepos_dev:554,2026-08-11
32.02.13.2003,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.13,PARUNGKUDA,KOMPA,43357,,,,43357,43357,43357,43357,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.13.2003;open_data_jabar:32.02.13.2003;kodepos_dev:32.02.13.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:555;open_data_jabar:17963;kodepos_dev:555,2026-08-11
32.02.13.2004,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.13,PARUNGKUDA,PONDOKKASO LANDEUH,43357,,,,43357,43357,43357,43357,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.13.2004;open_data_jabar:32.02.13.2004;kodepos_dev:32.02.13.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:556;open_data_jabar:17964;kodepos_dev:556,2026-08-11
32.02.13.2005,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.13,PARUNGKUDA,SUNDAWENANG,43357,,,,43357,43357,43357,43357,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.13.2005;open_data_jabar:32.02.13.2005;kodepos_dev:32.02.13.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:557;open_data_jabar:17965;kodepos_dev:557,2026-08-11
32.02.13.2006,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.13,PARUNGKUDA,BOJONGKOKOSAN,43357,,,,43357,43357,43357,43357,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.13.2006;open_data_jabar:32.02.13.2006;kodepos_dev:32.02.13.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:558;open_data_jabar:17966;kodepos_dev:558,2026-08-11
32.02.13.2007,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.13,PARUNGKUDA,LANGENSARI,43357,,,,43357,43357,43357,43357,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.13.2007;open_data_jabar:32.02.13.2007;kodepos_dev:32.02.13.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:559;open_data_jabar:17967;kodepos_dev:559,2026-08-11
32.02.13.2008,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.13,PARUNGKUDA,BABAKANJAYA,43357,,,,43357,43357,43357,43357,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.13.2008;open_data_jabar:32.02.13.2008;kodepos_dev:32.02.13.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:560;open_data_jabar:17968;kodepos_dev:560,2026-08-11
32.02.14.2001,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.14,BOJONGGENTENG,BOJONGGENTENG,43353,,,,43353,43353,43353,43353,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.14.2001;open_data_jabar:32.02.14.2001;kodepos_dev:32.02.14.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:561;open_data_jabar:17969;kodepos_dev:561,2026-08-11
32.02.14.2002,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.14,BOJONGGENTENG,CIBODAS,43353,,,,43353,43353,43353,43353,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.02.14.2002;open_data_jabar:32.02.14.2002;kodepos_dev:32.02.14.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:562;open_data_jabar:17971;kodepos_dev:562,2026-08-11
