village_code,api_village_name,diskominfo_village_name,odj_village_name,api_postal_code,diskominfo_postal_code,odj_postal_code,diskominfo_vs_open_data_jabar,api_vs_diskominfo,api_vs_odj,comparison_status,postal_review_required,name_difference,note
32.13.23.2006,Cipancar,CIPANCAR,CIPANCAR,41288,41287,41282,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.24.2001,Anggasari,ANGGASARI,ANGGASARI,41250,41268,41254,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.24.2002,Batangsari,BATANGSARI,BATANGSARI,41250,41268,41254,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.24.2003,Sukamaju,SUKAMAJU,SUKAMAJU,41250,41268,41254,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.24.2004,Mandalawangi,MANDALAWANGI,MANDALAWANGI,41250,41268,41256,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.24.2005,Curugreja,CURUGREJA,CURUGREJA,41250,41268,41254,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.24.2006,Sukareja,SUKAREJA,SUKAREJA,41250,41268,41254,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.24.2007,Sukasari,SUKASARI,SUKASARI,41250,41268,45366,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.25.2001,Tanjungrasa,TANJUNGRASA,TANJUNGRASA,41267,41265,41253,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.25.2002,Wanajaya,WANAJAYA,WANAJAYA,41267,41265,41253,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.25.2003,Gardumukti,GARDUMUKTI,GARDUMUKTI,41267,41265,41253,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.25.2004,Mariuk,MARIUK,MARIUK,41267,41265,41253,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.25.2005,Kertajaya,KERTAJAYA,KERTAJAYA,41267,41265,41253,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.25.2006,Tambakdahan,TAMBAKDAHAN,TAMBAKDAHAN,41267,41265,41253,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.25.2007,Rancaudik,RANCAUDIK,RANCAUDIK,41267,41265,41253,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.25.2008,Bojongkeding,BOJONGKEDING,BOJONGKEDING,41267,41265,41253,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.25.2009,Bojonegara,BOJONEGARA,BOJONEGARA,41267,41265,41253,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.26.2001,Sindangsari,SINDANGSARI,SINDANGSARI,41287,41289,41283,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.26.2002,Pasanggrahan,PASANGGRAHAN,PASANGGRAHAN,41287,41289,41283,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.26.2003,Bojongloa,BOJONGLOA,BOJONGLOA,41287,41289,41283,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.26.2004,Sukamelang,SUKAMELANG,SUKAMELANG,41287,41289,41283,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.26.2005,Tenjolaya,TENJOLAYA,TENJOLAYA,41287,41289,41283,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.26.2006,Kasomalang Wetan,KASOMALANG WETAN,KASOMALANG WETAN,41287,41289,41281,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.26.2007,Kasomalang Kulon,KASOMALANG KULON,KASOMALANG KULON,41287,41289,41281,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.26.2008,Cimanglid,CIMANGLID,CIMANGLID,41287,41289,41281,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.27.2001,Manyeti,MANYETI,MANYETI,41270,41273,41271,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.27.2002,Rawalele,RAWALELE,RAWALELE,41270,41273,41271,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.27.2003,Sukasari,SUKASARI,SUKASARI,41270,41273,41271,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.27.2004,Situsari,SITUSARI,SITUSARI,41270,41273,41271,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.27.2005,Dawuan Kaler,DAWUAN KALER,DAWUAN KALER,41270,41273,41271,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.27.2006,Dawuan Kidul,DAWUAN KIDUL,DAWUAN KIDUL,41270,41273,41271,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.27.2007,Cisampih,CISAMPIH,CISAMPIH,41270,41273,41271,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.27.2008,Margasari,MARGASARI,MARGASARI,41270,41273,41271,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.27.2009,Batusari,BATUSARI,BATUSARI,41270,41273,41271,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.27.2010,Jambelaer,JAMBELAER,JAMBELAER,41270,41273,41271,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.28.2001,Mekarwangi,MEKARWANGI,MEKARWANGI,41252,41274,41252,different,different,match,api_matches_odj,yes,no,
32.13.28.2002,Bendungan,BENDUNGAN,BENDUNGAN,41252,41274,41252,different,different,match,api_matches_odj,yes,no,
32.13.28.2003,Munjul,MUNJUL,MUNJUL,41252,41274,41252,different,different,match,api_matches_odj,yes,no,
32.13.28.2004,Margahayu,MARGAHAYU,MARGAHAYU,41252,41274,41252,different,different,match,api_matches_odj,yes,no,
32.13.28.2005,Pangsor,PANGSOR,PANGSOR,41252,41274,41252,different,different,match,api_matches_odj,yes,no,
32.13.28.2006,Sumurgintung,SUMURGINTUNG,SUMURGINTUNG,41252,41274,41252,different,different,match,api_matches_odj,yes,no,
32.13.28.2007,Balimbing (Balingbing),BALIMBING,BALIMBING,41252,41274,41252,different,different,match,api_matches_odj,yes,yes,
32.13.28.2008,Cidahu,CIDAHU,CIDAHU,41252,41274,41252,different,different,match,api_matches_odj,yes,no,
32.13.28.2009,Cidadap,CIDADAP,CIDADAP,41252,41274,41252,different,different,match,api_matches_odj,yes,no,
32.13.29.2001,Cisaat,CISAAT,CISAAT,41280,41288,41281,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.29.2002,Ciater,CIATER,CIATER,41280,41288,41281,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.29.2003,Nagrak,NAGRAK,NAGRAK,41280,41288,41281,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.29.2004,Cibeusi,CIBEUSI,CIBEUSI,41280,41288,41281,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.29.2005,Cibitung,CIBITUNG,CIBITUNG,41280,41288,41281,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.29.2006,Palasari,PALASARI,PALASARI,41280,41288,41251,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.29.2007,Sanca,SANCA,SANCA,41280,41288,41281,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.13.30.2001,Kebondanas,KEBONDANAS,KEBONDANAS,41255,41266,41255,different,different,match,api_matches_odj,yes,no,
32.13.30.2002,Pusakajaya,PUSAKAJAYA,PUSAKAJAYA,41255,41266,41255,different,different,match,api_matches_odj,yes,no,
32.13.30.2003,Karanganyar,KARANGANYAR,KARANGANYAR,41255,41266,41255,different,different,match,api_matches_odj,yes,no,
32.13.30.2006,Cigugur,CIGUGUR,CIGUGUR,41255,41266,41255,different,different,match,api_matches_odj,yes,no,
32.13.30.2007,Cigugur Kaler,CIGUGUR KALER,CIGUGUR KALER,41255,41266,41255,different,different,match,api_matches_odj,yes,no,
32.13.30.2008,Rangdu,RANGDU,RANGDU,41255,41266,41255,different,different,match,api_matches_odj,yes,no,
32.14.01.2010,Citalang,CITALANG,CITALANG,41111,41119,41111,different,different,match,api_matches_odj,yes,no,
32.14.02.2001,Campaka,CAMPAKA,CAMPAKA,41180,41181,43263,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.14.03.2007,Bunder,BUNDER,BUNDER,41161,41152,41161,different,different,match,api_matches_odj,yes,no,
32.14.08.2007,Sukahaji,SUKAHAJI,SUKAHAJI,41165,41165,41111,different,match,different,api_matches_diskominfo,yes,no,
32.14.09.2012,Sakambang,SAKAMBANG,SAKAMBANG,41174,41175,41174,different,different,match,api_matches_odj,yes,no,
32.14.10.2002,Pasawahan,PASAWAHAN,PASAWAHAN,41172,41172,45559,different,match,different,api_matches_diskominfo,yes,no,
32.14.10.2005,Cidahu,CIDAHU,CIDAHU,41172,41172,45559,different,match,different,api_matches_diskominfo,yes,no,
32.14.10.2010,Margasari,MARGASARI,MARGASARI,41171,41172,41171,different,different,match,api_matches_odj,yes,no,
32.14.11.2008,Kertasari,KERTASARI,KERTASARI,41164,41163,41164,different,different,match,api_matches_odj,yes,no,
32.14.11.2009,Pangkalan,PANGKALAN,PANGKALAN,41164,41174,41164,different,different,match,api_matches_odj,yes,no,
32.14.11.2013,Sindangsari,SINDANGSARI,SINDANGSARI,41164,41162,41164,different,different,match,api_matches_odj,yes,no,
32.14.13.2001,Ciwangi,CIWANGI,CIWANGI,41181,41182,41181,different,different,match,api_matches_odj,yes,no,
32.14.13.2002,Cibening,CIBENING,CIBENING,41181,41182,41181,different,different,match,api_matches_odj,yes,no,
32.14.13.2003,Bungursari,BUNGURSARI,BUNGURSARI,41181,41182,46151,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.14.13.2004,Dangdeur,DANGDEUR,DANGDEUR,41181,41182,41181,different,different,match,api_matches_odj,yes,no,
32.14.13.2005,Cibungur,CIBUNGUR,CIBUNGUR,41181,41182,41181,different,different,match,api_matches_odj,yes,no,
32.14.13.2006,Wanakerta,WANAKERTA,WANAKERTA,41181,41182,41181,different,different,match,api_matches_odj,yes,no,
32.14.13.2007,Cinangka,CINANGKA,CINANGKA,41181,41182,41181,different,different,match,api_matches_odj,yes,no,
32.14.13.2008,Cikopo,CIKOPO,CIKOPO,41181,41182,41181,different,different,match,api_matches_odj,yes,no,
32.14.13.2009,Cibodas,CIBODAS,CIBODAS,41181,41182,41181,different,different,match,api_matches_odj,yes,no,
32.14.13.2010,Karangmukti,KARANGMUKTI,KARANGMUKTI,41181,41182,41181,different,different,match,api_matches_odj,yes,no,
32.14.14.2001,Cibatu,CIBATU,CIBATU,41182,41183,44185,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.14.14.2002,Cilandak,CILANDAK,CILANDAK,41182,41183,41181,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.14.14.2003,Karyamekar,KARYAMEKAR,KARYAMEKAR,41182,41183,41181,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.14.14.2004,Cipinang,CIPINANG,CIPINANG,41182,41183,41181,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.14.14.2005,Ciparungsari,CIPARUNGSARI,CIPARUNGSARI,41182,41183,41181,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.14.14.2006,Cirangkong,CIRANGKONG,CIRANGKONG,41182,41183,41181,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.14.14.2007,Cikadu,CIKADU,CIKADU,41182,41183,41181,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.14.14.2008,Cibukamanah,CIBUKAMANAH,CIBUKAMANAH,41182,41183,41181,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.14.14.2009,Wanawali,WANAWALI,WANAWALI,41182,41183,41181,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.14.14.2010,Cipancur,CIPANCUR,CIPANCUR,41182,41183,41181,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.14.15.2001,Kutamanah,KUTAMANAH,KUTAMANAH,41116,41153,41116,different,different,match,api_matches_odj,yes,no,
32.14.15.2002,Kertamanah,KERTAMANAH,KERTAMANAH,41116,41153,41116,different,different,match,api_matches_odj,yes,no,
32.14.15.2003,Ciririp,CIRIRIP,CIRIRIP,41116,41153,41116,different,different,match,api_matches_odj,yes,no,
32.14.15.2004,Sukasari,SUKASARI,SUKASARI,41116,41167,45366,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.14.15.2005,Parungbanteng,PARUNGBANTENG,PARUNGBANTENG,41116,41153,41116,different,different,match,api_matches_odj,yes,no,
32.15.01.1003,Adiarsa Barat,ADIARSA BARAT,ADIARSA BARAT,41311,41313,41311,different,different,match,api_matches_odj,yes,no,
32.15.01.1006,Tanjungmekar,TANJUNGMEKAR,TANJUNGMEKAR,41311,41317,41311,different,different,match,api_matches_odj,yes,no,
32.15.01.1007,Tunggakjati,TUNGGAKJATI,TUNGGAKJATI,41311,41318,41311,different,different,match,api_matches_odj,yes,no,
32.15.01.1010,Karawangpawitan (Karangpawitan),KARAWANGPAWITAN,KARAWANGPAWITAN,41315,41312,41315,different,different,match,api_matches_odj,yes,yes,
32.15.01.1012,Mekarjati,MEKARJATI,MEKARJATI,41311,41319,41311,different,different,match,api_matches_odj,yes,no,
32.15.03.2001,Telukjambe,TELUKJAMBE,TELUKJAMBE,41360,41331,41361,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.03.2002,Sukaharja,SUKAHARJA,SUKAHARJA,41360,41336,41361,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.03.2003,Sirnabaya,SIRNABAYA,SIRNABAYA,41360,41333,41361,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.03.2004,Puseurjaya,PUSEURJAYA,PUSEURJAYA,41360,41334,41361,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.03.2005,Sukaluyu,SUKALUYU,SUKALUYU,41360,41335,41361,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.03.2006,Wadas,WADAS,WADAS,41360,41337,41361,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.03.2011,Purwadana,PURWADANA,PURWADANA,41360,41338,41361,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.03.2012,Sukamakmur,SUKAMAKMUR,SUKAMAKMUR,41360,41339,41361,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.03.2019,Pinayungan,PINAYUNGAN,PINAYUNGAN,41360,41332,41361,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.19.2007,Lemahabang,LEMAHABANG,LEMAHABANG,41383,41383,45183,different,match,different,api_matches_diskominfo,yes,no,
32.15.21.2001,Majalaya,MAJALAYA,MAJALAYA,41370,41388,41371,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.21.2002,Ciranggon,CIRANGGON,CIRANGGON,41370,41388,41371,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.21.2003,Pasirjengkol,PASIRJENGKOL,PASIRJENGKOL,41370,41388,41371,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.21.2005,Sarijaya,SARIJAYA,SARIJAYA,41370,41388,41371,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.21.2006,Pasirmulya,PASIRMULYA,PASIRMULYA,41370,41388,41371,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.21.2007,Lemahmulya,LEMAHMULYA,LEMAHMULYA,41370,41388,41371,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.21.2008,Bangle (Bengle),BANGLE,BANGLE,41370,41388,41371,different,different,different,api_differs_available_sources,yes,yes,API postal code differs from every available source postal code.
32.15.22.2001,Jayamakmur,JAYAMAKMUR,JAYAMAKMUR,41351,41359,41352,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.22.2002,Kemiri,KEMIRI,KEMIRI,41351,41359,41352,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.22.2003,Makmurjaya,MAKMURJAYA,MAKMURJAYA,41351,41359,41352,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.22.2004,Kertajaya,KERTAJAYA,KERTAJAYA,41351,41359,41352,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.22.2005,Jayakerta,JAYAKERTA,JAYAKERTA,41351,41359,41352,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.22.2006,Medangasem,MEDANGASEM,MEDANGASEM,41351,41359,41352,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.22.2007,Ciptamarga,CIPTAMARGA,CIPTAMARGA,41351,41359,41352,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.22.2008,Kampungsawah,KAMPUNGSAWAH,KAMPUNGSAWAH,41351,41359,41352,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.23.2001,Sukamulya,SUKAMULYA,SUKAMULYA,41384,41386,41384,different,different,match,api_matches_odj,yes,no,
32.15.23.2002,Tegalurung,TEGALURUNG,TEGALURUNG,41384,41386,41384,different,different,match,api_matches_odj,yes,no,
32.15.23.2003,Langensari,LANGENSARI,LANGENSARI,41384,41386,41384,different,different,match,api_matches_odj,yes,no,
32.15.23.2004,Bayur Lor,BAYUR LOR,BAYUR LOR,41384,41386,41384,different,different,match,api_matches_odj,yes,no,
32.15.23.2005,Bayur Kidul,BAYUR KIDUL,BAYUR KIDUL,41384,41386,41384,different,different,match,api_matches_odj,yes,no,
32.15.23.2006,Kiara,KIARA,KIARA,41384,41386,41384,different,different,match,api_matches_odj,yes,no,
32.15.23.2007,Manggungjaya,MANGGUNGJAYA,MANGGUNGJAYA,41384,41386,41384,different,different,match,api_matches_odj,yes,no,
32.15.23.2008,Sumurgede,SUMURGEDE,SUMURGEDE,41384,41386,41384,different,different,match,api_matches_odj,yes,no,
32.15.23.2009,Muktijaya,MUKTIJAYA,MUKTIJAYA,41384,41386,41384,different,different,match,api_matches_odj,yes,no,
32.15.23.2010,Pasirukem,PASIRUKEM,PASIRUKEM,41384,41386,41384,different,different,match,api_matches_odj,yes,no,
32.15.23.2011,Pasirjaya,PASIRJAYA,PASIRJAYA,41384,41386,41384,different,different,match,api_matches_odj,yes,no,
32.15.23.2012,Sukajaya,SUKAJAYA,SUKAJAYA,41384,41386,41384,different,different,match,api_matches_odj,yes,no,
32.15.24.2001,Gembongan,GEMBONGAN,GEMBONGAN,41374,41375,41374,different,different,match,api_matches_odj,yes,no,
32.15.24.2002,Gempol,GEMPOL,GEMPOL,41374,41375,41374,different,different,match,api_matches_odj,yes,no,
32.15.24.2003,Gempol Kolot (Gempolkolot),GEMPOL KOLOT,GEMPOL KOLOT,41374,41375,41374,different,different,match,api_matches_odj,yes,yes,
32.15.24.2004,Banyuasih,BANYUASIH,BANYUASIH,41374,41375,41374,different,different,match,api_matches_odj,yes,no,
32.15.24.2005,Kertaraharja (Kutaraharja),KERTARAHARJA,KERTARAHARJA,41374,40355,41374,different,different,match,api_matches_odj,yes,yes,
32.15.24.2006,Tanjung,TANJUNG,TANJUNG,41374,41375,41374,different,different,match,api_matches_odj,yes,no,
32.15.24.2007,Jayamukti,JAYAMUKTI,JAYAMUKTI,41374,41375,41374,different,different,match,api_matches_odj,yes,no,
32.15.24.2008,Cicinde Utara,CICINDE UTARA,CICINDE UTARA,41374,41375,41374,different,different,match,api_matches_odj,yes,no,
32.15.24.2009,Cicinde Selatan,CICINDE SELATAN,CICINDE SELATAN,41374,41375,41374,different,different,match,api_matches_odj,yes,no,
32.15.24.2010,Mekarasih,MEKARASIH,MEKARASIH,41374,41375,41374,different,different,match,api_matches_odj,yes,no,
32.15.24.2011,Talunjaya,TALUNJAYA,TALUNJAYA,41374,41375,41374,different,different,match,api_matches_odj,yes,no,
32.15.24.2012,Pamekaran,PAMEKARAN,PAMEKARAN,41374,41375,41374,different,different,match,api_matches_odj,yes,no,
32.15.25.2001,Wancimekar,WANCIMEKAR,WANCIMEKAR,41376,41377,41374,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.25.2002,Pangulah Selatan,PANGULAH SELATAN,PANGULAH SELATAN,41376,41377,41374,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.25.2003,Pangulah Utara,PANGULAH UTARA,PANGULAH UTARA,41376,41377,41374,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.25.2004,Pangulah Baru,PANGULAH BARU,PANGULAH BARU,41376,41377,41374,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.25.2005,Pucung,PUCUNG,PUCUNG,41376,41377,41374,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.25.2006,Jomin Timur,JOMIN TIMUR,JOMIN TIMUR,41376,41377,41374,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.25.2007,Jomin Barat,JOMIN BARAT,JOMIN BARAT,41376,41377,41374,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.25.2008,Sarimulya,SARIMULYA,SARIMULYA,41376,41377,41374,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.25.2009,Cilkampek Utara (Cikampek Utara),CILKAMPEK UTARA,CILKAMPEK UTARA,41376,41377,41374,different,different,different,api_differs_available_sources,yes,yes,API postal code differs from every available source postal code.
32.15.26.1001,Karawang Wetan,KARAWANG WETAN,KARAWANG WETAN,41314,41321,41314,different,different,match,api_matches_odj,yes,no,
32.15.26.1002,Adiarsa Timur,ADIARSA TIMUR,ADIARSA TIMUR,41314,41322,41314,different,different,match,api_matches_odj,yes,no,
32.15.26.1003,Palumbonsari,PALUMBONSARI,PALUMBONSARI,41314,41326,41314,different,different,match,api_matches_odj,yes,no,
32.15.26.1004,Plawad (Palawad),PLAWAD,PLAWAD,41314,41326,41327,different,different,different,api_differs_available_sources,yes,yes,API postal code differs from every available source postal code.
32.15.26.2005,Margasari,MARGASARI,MARGASARI,41313,41325,41371,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.26.2006,Warungbambu,WARUNGBAMBU,WARUNGBAMBU,41313,41323,41371,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.26.2007,Kondangjaya,KONDANGJAYA,KONDANGJAYA,41313,41324,41371,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.26.2008,Tegal Sawah (Tegalsawah),TEGAL SAWAH,TEGAL SAWAH,41314,41328,41314,different,different,match,api_matches_odj,yes,yes,
32.15.27.2001,Margakaya,MARGAKAYA,MARGAKAYA,41361,41341,41361,different,different,match,api_matches_odj,yes,no,
32.15.27.2002,Margamulya,MARGAMULYA,MARGAMULYA,41361,41342,41361,different,different,match,api_matches_odj,yes,no,
32.15.27.2003,Kalangligar (Karangligar),KALANGLIGAR,KALANGLIGAR,41361,41343,41361,different,different,match,api_matches_odj,yes,yes,
32.15.27.2004,Mekarmulya,MEKARMULYA,MEKARMULYA,41361,41349,41361,different,different,match,api_matches_odj,yes,no,
32.15.27.2005,Parungsari,PARUNGSARI,PARUNGSARI,41361,41344,41361,different,different,match,api_matches_odj,yes,no,
32.15.27.2006,Karangmulya,KARANGMULYA,KARANGMULYA,41361,41345,41361,different,different,match,api_matches_odj,yes,no,
32.15.27.2007,Wanasari,WANASARI,WANASARI,41361,41346,41361,different,different,match,api_matches_odj,yes,no,
32.15.27.2008,Wanakerta,WANAKERTA,WANAKERTA,41361,41347,41361,different,different,match,api_matches_odj,yes,no,
32.15.27.2009,Wanajaya,WANAJAYA,WANAJAYA,41361,41348,41361,different,different,match,api_matches_odj,yes,no,
32.15.27.2010,Mulyajaya,MULYAJAYA,MULYAJAYA,41361,41349,41361,different,different,match,api_matches_odj,yes,no,
32.15.28.2001,Cigunungsari,CIGUNUNGSARI,CIGUNUNGSARI,41364,41364,41362,different,match,different,api_matches_diskominfo,yes,no,
32.15.28.2002,Wargasetra,WARGASETRA,WARGASETRA,41364,41364,41362,different,match,different,api_matches_diskominfo,yes,no,
32.15.28.2003,Mekarbuana,MEKARBUANA,MEKARBUANA,41364,41364,41362,different,match,different,api_matches_diskominfo,yes,no,
32.15.28.2004,Cintalaksana,CINTALAKSANA,CINTALAKSANA,41364,41364,41362,different,match,different,api_matches_diskominfo,yes,no,
32.15.28.2005,Cintawargi,CINTAWARGI,CINTAWARGI,41364,41364,41362,different,match,different,api_matches_diskominfo,yes,no,
32.15.28.2006,Cintalanggeng,CINTALANGGENG,CINTALANGGENG,41364,41364,41362,different,match,different,api_matches_diskominfo,yes,no,
32.15.28.2007,Kutalanggeng,KUTALANGGENG,KUTALANGGENG,41364,41364,41362,different,match,different,api_matches_diskominfo,yes,no,
32.15.28.2008,Kutamaneuh,KUTAMANEUH,KUTAMANEUH,41364,41364,41362,different,match,different,api_matches_diskominfo,yes,no,
32.15.28.2009,Cipurwasari,CIPURWASARI,CIPURWASARI,41364,41364,41362,different,match,different,api_matches_diskominfo,yes,no,
32.15.29.2001,Darawolong,DARAWOLONG,DARAWOLONG,41377,41376,41371,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.29.2002,Tegalsari,TEGALSARI,TEGALSARI,41377,41376,41373,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.29.2003,Purwasari,PURWASARI,PURWASARI,41377,41376,41373,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.29.2004,Mekarjaya,MEKARJAYA,MEKARJAYA,41377,41376,41373,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.29.2005,Tamelang,TAMELANG,TAMELANG,41377,41376,41373,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.29.2006,Cengkong,CENGKONG,CENGKONG,41377,41376,41373,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.29.2007,Sukasari,SUKASARI,SUKASARI,41377,41376,41373,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.29.2008,Karangsari,KARANGSARI,KARANGSARI,41377,41376,41373,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.30.2001,Kertamukti,KERTAMUKTI,KERTAMUKTI,41350,41387,41353,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.30.2002,Rawasari,RAWASARI,RAWASARI,41350,41387,41353,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
