queue_rank,spotcheck_id,spotcheck_priority,impact_row_count,selection_reason,triplet_cluster_id,district_cluster_id,district_cluster_size,province_code,province_name,city_code,city_name,district_code,district_name,village_code,village_name,postal_code_diskominfo,postal_code_open_data_jabar,postal_code_kodepos_dev,unresolved_pattern,search_term,search_context,official_search_url,review_status,official_postal_code,matched_sources,evidence_checked_at,evidence_url,review_note
1,POS-49F6B3040293,P0_missing_source,10,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-A2DD5BB38B5B,DIST-8A10DCEBAD2D,10,32,JAWA BARAT,32.07,KAB. CIAMIS,32.07.37,BANJARANYAR,32.07.37.2001,PASAWAHAN,46283,,46384,open_data_jabar_missing_api_diskominfo_different,PASAWAHAN,PASAWAHAN | BANJARANYAR | KAB. CIAMIS | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,observed_matches_source,46283,diskominfo,2026-08-11,https://kodepos.posindonesia.co.id/CariKodepos,Selected manual query 'PASAWAHAN'; official result row matched Pasawahan / Banjaranyar / Kab. Ciamis / Jawa Barat. Evidence remains on hold and is not promoted automatically.
158,POS-DBF5748F4C20,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-2774564F61E3,DIST-90BAF8338DAD,7,32,JAWA BARAT,32.13,KAB. SUBANG,32.13.29,CIATER,32.13.29.2006,PALASARI,41288,41251,41280,all_three_different,PALASARI,PALASARI | CIATER | KAB. SUBANG | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
159,POS-F93CD27AC068,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-2C4E3F24B6DA,DIST-EDAAED5E4C06,7,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.05,TAMBUN UTARA,32.16.05.2006,SRIJAYA,17568,17510,17511,all_three_different,SRIJAYA,SRIJAYA | TAMBUN UTARA | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
160,POS-D080488B8995,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-2C91B529FC45,DIST-EDAAED5E4C06,7,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.05,TAMBUN UTARA,32.16.05.2005,SRIMUKTI,17565,17510,17511,all_three_different,SRIMUKTI,SRIMUKTI | TAMBUN UTARA | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
161,POS-C100CF013976,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-51D897AFBA32,DIST-EDAAED5E4C06,7,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.05,TAMBUN UTARA,32.16.05.2003,SATRIAMEKAR,17562,17510,17511,all_three_different,SATRIAMEKAR,SATRIAMEKAR | TAMBUN UTARA | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
162,POS-425470808653,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-6BF248271AB6,DIST-EDAAED5E4C06,7,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.05,TAMBUN UTARA,32.16.05.2001,SATRIAJAYA,17563,17510,17511,all_three_different,SATRIAJAYA,SATRIAJAYA | TAMBUN UTARA | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
163,POS-185DAA75F0DF,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-949D98FD3902,DIST-EDAAED5E4C06,7,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.05,TAMBUN UTARA,32.16.05.2008,KARANGSATRIA,17564,17510,17511,all_three_different,KARANGSATRIA,KARANGSATRIA | TAMBUN UTARA | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
164,POS-760ED19AE6F0,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-C522724A3904,DIST-EDAAED5E4C06,7,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.05,TAMBUN UTARA,32.16.05.2004,SRIAMUR,17561,17510,17511,all_three_different,SRIAMUR,SRIAMUR | TAMBUN UTARA | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
165,POS-76129B5F1A5C,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-F49D63373E79,DIST-EDAAED5E4C06,7,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.05,TAMBUN UTARA,32.16.05.2007,SRIMAHI,17567,17510,17511,all_three_different,SRIMAHI,SRIMAHI | TAMBUN UTARA | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
166,POS-FBE75A276189,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-0AE16E87567F,DIST-39D987141708,7,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.19,CIKARANG SELATAN,32.16.19.2001,CIBATU,17855,17530,17532,all_three_different,CIBATU,CIBATU | CIKARANG SELATAN | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
167,POS-64B702FD2BF0,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-10013835482A,DIST-39D987141708,7,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.19,CIKARANG SELATAN,32.16.19.2005,SUKARESMI,17857,17530,17532,all_three_different,SUKARESMI,SUKARESMI | CIKARANG SELATAN | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
168,POS-567FCB65A9FC,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-3B9E4C302EF3,DIST-39D987141708,7,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.19,CIKARANG SELATAN,32.16.19.2006,SERANG,17854,17530,17532,all_three_different,SERANG,SERANG | CIKARANG SELATAN | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
169,POS-7C459B48B2BB,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-5211F398C2F6,DIST-39D987141708,7,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.19,CIKARANG SELATAN,32.16.19.2004,SUKADAMI,17851,17530,17532,all_three_different,SUKADAMI,SUKADAMI | CIKARANG SELATAN | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
170,POS-5B1DEC347055,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-6DC1D40FFEE4,DIST-39D987141708,7,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.19,CIKARANG SELATAN,32.16.19.2002,SUKASEJATI,17853,17530,17532,all_three_different,SUKASEJATI,SUKASEJATI | CIKARANG SELATAN | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
171,POS-7B0B7385349A,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-A4510B3AFCFF,DIST-39D987141708,7,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.19,CIKARANG SELATAN,32.16.19.2003,CIANTRA,17852,17530,17532,all_three_different,CIANTRA,CIANTRA | CIKARANG SELATAN | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
172,POS-F50E7E864F68,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-F2A7D40F46C5,DIST-39D987141708,7,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.19,CIKARANG SELATAN,32.16.19.2007,PASIRSARI,17856,17530,17532,all_three_different,PASIRSARI,PASIRSARI | CIKARANG SELATAN | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
173,POS-FADE601E460B,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-0CF0AD4FBB0A,DIST-DA3F67C90468,6,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.39,LEUWISADENG,32.01.39.2004,WANGUNJAYA,16288,16640,16641,all_three_different,WANGUNJAYA,WANGUNJAYA | LEUWISADENG | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
174,POS-1F373F444325,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-1FC3068E6CBE,DIST-DA3F67C90468,6,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.39,LEUWISADENG,32.01.39.2008,SIBANTENG,16284,16640,16641,all_three_different,SIBANTENG,SIBANTENG | LEUWISADENG | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
175,POS-4A258ABE2292,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-607A5951E2D8,DIST-DA3F67C90468,6,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.39,LEUWISADENG,32.01.39.2002,BABAKAN SADENG,16283,16640,16641,all_three_different,BABAKAN SADENG,BABAKAN SADENG | LEUWISADENG | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
176,POS-37D1A0643955,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-CED57CC7E042,DIST-DA3F67C90468,6,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.39,LEUWISADENG,32.01.39.2003,SADENG KOLOT,16282,16640,16641,all_three_different,SADENG KOLOT,SADENG KOLOT | LEUWISADENG | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
177,POS-5CAF944D55BD,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-D5C4E605BEA6,DIST-DA3F67C90468,6,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.39,LEUWISADENG,32.01.39.2001,LEUWISADENG,16281,16640,16641,all_three_different,LEUWISADENG,LEUWISADENG | LEUWISADENG | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
178,POS-6568FCC39CA9,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-EFF3AD5B8343,DIST-DA3F67C90468,6,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.39,LEUWISADENG,32.01.39.2007,SADENG,16285,16640,16641,all_three_different,SADENG,SADENG | LEUWISADENG | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
179,POS-19DF9438CB85,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-0DC850284710,DIST-67E8CD0C0EB0,6,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.40,TENJOLAYA,32.01.40.2004,SITUDAUN,16274,16370,16371,all_three_different,SITUDAUN,SITUDAUN | TENJOLAYA | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
180,POS-913B0255178A,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-2B6110EA4202,DIST-67E8CD0C0EB0,6,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.40,TENJOLAYA,32.01.40.2003,CIBITUNG TENGAH,16276,16370,16371,all_three_different,CIBITUNG TENGAH,CIBITUNG TENGAH | TENJOLAYA | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
181,POS-BE6507EA0D1D,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-A4D24C85642D,DIST-67E8CD0C0EB0,6,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.40,TENJOLAYA,32.01.40.2005,CINANGNENG,16275,16370,16371,all_three_different,CINANGNENG,CINANGNENG | TENJOLAYA | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
182,POS-19A5ADCA1703,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-DF441979F533,DIST-67E8CD0C0EB0,6,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.40,TENJOLAYA,32.01.40.2006,GUNUNG MALANG,16273,16370,16371,all_three_different,GUNUNG MALANG,GUNUNG MALANG | TENJOLAYA | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
183,POS-BBC6AE954BE0,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-B9F0B0802B8E,DIST-CBD2CAF5D74F,6,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.12,NAGRAK,32.02.12.2010,BABAKAN PANJANG,43163,43356,43352,all_three_different,BABAKAN PANJANG,BABAKAN PANJANG | NAGRAK | KAB. SUKABUMI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
184,POS-4002180AA43B,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-0B5F6D85F096,DIST-1093100885AE,6,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.04,TAMBELANG,32.16.04.2005,SUKARAHAYU,17624,17620,17621,all_three_different,SUKARAHAYU,SUKARAHAYU | TAMBELANG | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
185,POS-4C6B5902A22D,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-5A8332EB8511,DIST-1093100885AE,6,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.04,TAMBELANG,32.16.04.2007,SUKABAKTI,17625,17620,17621,all_three_different,SUKABAKTI,SUKABAKTI | TAMBELANG | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
186,POS-5B1749D7A92F,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-BA4A8D5A3298,DIST-1093100885AE,6,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.04,TAMBELANG,32.16.04.2001,SUKAWIJAYA,17626,17620,17621,all_three_different,SUKAWIJAYA,SUKAWIJAYA | TAMBELANG | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
187,POS-C5D69BA745FC,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-DCA208A30EB9,DIST-1093100885AE,6,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.04,TAMBELANG,32.16.04.2006,SUKAMANTRI,17627,17620,17621,all_three_different,SUKAMANTRI,SUKAMANTRI | TAMBELANG | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
188,POS-87C752036FBF,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-ED6176A7B5DC,DIST-1093100885AE,6,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.04,TAMBELANG,32.16.04.2003,SUKARAJA,17622,17620,17621,all_three_different,SUKARAJA,SUKARAJA | TAMBELANG | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
189,POS-E599B304F1BB,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-F78328C831FB,DIST-1093100885AE,6,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.04,TAMBELANG,32.16.04.2002,SUKAMAJU,17623,17620,17621,all_three_different,SUKAMAJU,SUKAMAJU | TAMBELANG | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
190,POS-D6A8049085C8,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-002CFA983109,DIST-AF0B0D362115,5,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.31,TAMANSARI,32.01.31.2005,SUKALUYU,16262,16610,16611,all_three_different,SUKALUYU,SUKALUYU | TAMANSARI | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
191,POS-6540633EB759,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-160075BC3EFB,DIST-AF0B0D362115,5,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.31,TAMANSARI,32.01.31.2001,SUKAMANTRI,16265,16610,16611,all_three_different,SUKAMANTRI,SUKAMANTRI | TAMANSARI | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
192,POS-FDF384EBA8E7,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-3B4CFC557360,DIST-AF0B0D362115,5,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.31,TAMANSARI,32.01.31.2007,SUKAJAYA,16264,16610,16611,all_three_different,SUKAJAYA,SUKAJAYA | TAMANSARI | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
193,POS-FD1C0AAA923F,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-700651E826EC,DIST-AF0B0D362115,5,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.31,TAMANSARI,32.01.31.2008,SUKAJADI,16263,16610,16611,all_three_different,SUKAJADI,SUKAJADI | TAMANSARI | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
194,POS-F2707973FCF0,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-C9E8706C609B,DIST-AF0B0D362115,5,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.31,TAMANSARI,32.01.31.2006,SUKARESMI,16268,16610,16611,all_three_different,SUKARESMI,SUKARESMI | TAMANSARI | KAB. BOGOR | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
195,POS-8C06CB4B7941,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-6347391F3981,DIST-37F60AD84551,5,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.01,PALABUHANRATU,32.02.01.2007,CIKADU,43341,43316,43364,all_three_different,CIKADU,CIKADU | PALABUHANRATU | KAB. SUKABUMI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
196,POS-D15175E8D3F4,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-77FAE26A94FE,DIST-37F60AD84551,5,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.01,PALABUHANRATU,32.02.01.2010,JAYANTI,43341,43312,43364,all_three_different,JAYANTI,JAYANTI | PALABUHANRATU | KAB. SUKABUMI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
197,POS-68EBBD5BE14C,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-9A64387CA135,DIST-37F60AD84551,5,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.01,PALABUHANRATU,32.02.01.2005,CIBODAS,43372,43315,43364,all_three_different,CIBODAS,CIBODAS | PALABUHANRATU | KAB. SUKABUMI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
198,POS-B44857D8F49B,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-D18627033895,DIST-37F60AD84551,5,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.01,PALABUHANRATU,32.02.01.2009,CIMANGGU,43347,43314,43364,all_three_different,CIMANGGU,CIMANGGU | PALABUHANRATU | KAB. SUKABUMI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
199,POS-363845FF82CD,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-F8B5F215748F,DIST-37F60AD84551,5,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.01,PALABUHANRATU,32.02.01.1001,PALABUHANRATU,43341,43311,43364,all_three_different,PALABUHANRATU,PALABUHANRATU | PALABUHANRATU | KAB. SUKABUMI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
200,POS-946366CCB2E7,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-D85C88D7237A,DIST-30256EA4F45A,5,32,JAWA BARAT,32.05,KAB. GARUT,32.05.32,MEKARMUKTI,32.05.32.2003,JAYABAYA,40374,44165,44155,all_three_different,JAYABAYA,JAYABAYA | MEKARMUKTI | KAB. GARUT | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
201,POS-9D5AB045FEDF,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-14FBFF89C7E3,DIST-21523806C538,5,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.20,CIKARANG PUSAT,32.16.20.2004,HEGARMUKTI,17815,17530,17531,all_three_different,HEGARMUKTI,HEGARMUKTI | CIKARANG PUSAT | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
202,POS-019DDF28E307,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-541BDF4DD9DA,DIST-21523806C538,5,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.20,CIKARANG PUSAT,32.16.20.2006,PASIRTANJUNG,17814,17530,17531,all_three_different,PASIRTANJUNG,PASIRTANJUNG | CIKARANG PUSAT | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
203,POS-E069F5FE32AC,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-742A618D1628,DIST-21523806C538,5,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.20,CIKARANG PUSAT,32.16.20.2001,CICAU,17812,17530,17531,all_three_different,CICAU,CICAU | CIKARANG PUSAT | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
204,POS-940592647A0A,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-76279051E040,DIST-21523806C538,5,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.20,CIKARANG PUSAT,32.16.20.2005,JAYAMUKTI,17816,17530,17531,all_three_different,JAYAMUKTI,JAYAMUKTI | CIKARANG PUSAT | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
205,POS-26AA5CE5184B,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-880A04B29526,DIST-21523806C538,5,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.20,CIKARANG PUSAT,32.16.20.2002,SUKAMAHI,17811,17530,17531,all_three_different,SUKAMAHI,SUKAMAHI | CIKARANG PUSAT | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
206,POS-8BEF60F63FBF,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-27262047CC6E,DIST-BA8BADDEE46B,4,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.26,KARAWANG TIMUR,32.15.26.2007,KONDANGJAYA,41324,41371,41313,all_three_different,KONDANGJAYA,KONDANGJAYA | KARAWANG TIMUR | KAB. KARAWANG | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
207,POS-3D467A189409,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-768E71D9B8A8,DIST-BA8BADDEE46B,4,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.26,KARAWANG TIMUR,32.15.26.1004,PLAWAD,41326,41327,41314,all_three_different,PLAWAD,PLAWAD | KARAWANG TIMUR | KAB. KARAWANG | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
208,POS-55031DF61D74,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-7EEFD1B6D683,DIST-BA8BADDEE46B,4,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.26,KARAWANG TIMUR,32.15.26.2005,MARGASARI,41325,41371,41313,all_three_different,MARGASARI,MARGASARI | KARAWANG TIMUR | KAB. KARAWANG | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
209,POS-BEA13BFCD8B4,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-9B6979408541,DIST-BA8BADDEE46B,4,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.26,KARAWANG TIMUR,32.15.26.2006,WARUNGBAMBU,41323,41371,41313,all_three_different,WARUNGBAMBU,WARUNGBAMBU | KARAWANG TIMUR | KAB. KARAWANG | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
210,POS-B7BF601387B8,P3_targeted,1,"Lowest village code representing one exact source-postal triplet; result is evidence for follow-up, not automatic propagation to the cluster.",TRIP-14FBEE4A235F,DIST-B935FFBD562C,4,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.15,SUKATANI,32.16.15.2005,SUKARUKUN,17637,17630,17631,all_three_different,SUKARUKUN,SUKARUKUN | SUKATANI | KAB. BEKASI | JAWA BARAT,https://kodepos.posindonesia.co.id/CariKodepos,pending,,,,,
